2024-06-14,2024-06-19,NAP–BCN,€120,VuelingIberia,Nonstop,2 hr 5 min
2024-06-21,2024-06-24,NAP–BCN,€128,VuelingIberia,Nonstop,2 hr 5 min
2024-06-21,2024-06-25,NAP–BCN,€84,VuelingIberia,Nonstop,2 hr 5 min
2024-06-21,2024-06-26,NAP–BCN,€72,VuelingIberia,Nonstop,2 hr 5 min
2024-06-28,2024-07-01,NAP–BCN,€145,VuelingIberia,Nonstop,2 hr 5 min
2024-06-28,2024-07-02,NAP–BCN,€129,VuelingIberia,Nonstop,2 hr 5 min
2024-06-28,2024-07-03,NAP–BCN,€128,VuelingIberia,Nonstop,2 hr 5 min
2024-07-05,2024-07-08,NAP–BCN,€157,Separate tickets booked together,1 stop,4 hr 45 min
2024-07-05,2024-07-09,NAP–BCN,€157,Separate tickets booked together,1 stop,4 hr 45 min
2024-07-05,2024-07-10,NAP–BCN,€144,Separate tickets booked together,1 stop,4 hr 45 min
2024-07-05,2024-07-08,NAP–BCN,€157,Separate tickets booked together,1 stop,4 hr 45 min
2024-07-05,2024-07-09,NAP–BCN,€157,Separate tickets booked together,1 stop,4 hr 45 min
2024-07-05,2024-07-10,NAP–BCN,€144,Separate tickets booked together,1 stop,4 hr 45 min
2024-07-12,2024-07-15,NAP–BCN,€152,easyJet,Nonstop,1 hr 55 min
2024-07-12,2024-07-16,NAP–BCN,€155,Separate tickets booked together,Nonstop,1 hr 55 min
2024-07-12,2024-07-17,NAP–BCN,€136,easyJet,Nonstop,1 hr 55 min
2024-07-19,2024-07-22,NAP–BCN,€203,Separate tickets booked together,Nonstop,2 hr 5 min
2024-07-19,2024-07-23,NAP–BCN,€183,VuelingIberia,Nonstop,2 hr 5 min
2024-07-19,2024-07-24,NAP–BCN,€174,Separate tickets booked together,Nonstop,2 hr 5 min
2024-07-26,2024-07-29,NAP–BCN,€221,VuelingIberia,Nonstop,2 hr 5 min
2024-07-26,2024-07-30,NAP–BCN,€211,Separate tickets booked together,Nonstop,2 hr 5 min
2024-07-26,2024-07-31,NAP–BCN,€185,VuelingIberia,Nonstop,2 hr 5 min
2024-08-02,2024-08-05,NAP–BCN,€305,Separate tickets booked together,Nonstop,2 hr 5 min
2024-08-02,2024-08-06,NAP–BCN,€300,Separate tickets booked together,Nonstop,2 hr 5 min
2024-08-02,2024-08-07,NAP–BCN,€265,Separate tickets booked together,Nonstop,2 hr 5 min
2024-08-09,2024-08-12,NAP–BCN,€258,Separate tickets booked together,Nonstop,1 hr 55 min
2024-08-09,2024-08-13,NAP–BCN,€232,easyJet,Nonstop,1 hr 55 min
